name,country,sport,substance,link,birthday
Abdelkrim Ouakali,Algeria,Wrestling,['Furosemide'],/wiki/Abdelkrim_Ouakali,1993-03-19
Ouyang Kunpeng,China,Swimming,['Clenbuterol'],/wiki/Ouyang_Kunpeng,1982-11-19
Artem Ovechkin,Russia,Cycling,[],/wiki/Artem_Ovechkin,1986-07-11
Alistair Overeem,Netherlands,MMA and Kickboxing,"['Testosterone-', 'Epitestosterone']",/wiki/Alistair_Overeem,1980-05-17
Mita Overvliet,Netherlands,Weightlifting,"['Norandrosterone,', 'Furosemide']",Page does not exist.,N/A
Darya Pachabut,Belarus,Weightlifting,['Stanozolol'],/wiki/Darya_Pachabut,1994-12-31
Jessica Pacho,Ecuador,Weightlifting,[],Page does not exist.,N/A
Naskar Uma Pada,India,Swimming,['Mephentermine'],Page does not exist.,N/A
Neco Padaratz,Brazil,Surfing,"['Anabolic', 'steroids']",Page does not exist.,N/A
Emilio Pagani,Italy,Swimming,['Cannabis'],Page does not exist.,N/A
Jong Suk Pak,North Korea,Weightlifting,['Methyltestosterone'],Page does not exist.,N/A
David Palacios,Ecuador,Weightlifting,[],Page does not exist.,N/A
Rafael Palmeiro,United States,Baseball,['Stanozolol'],/wiki/Rafael_Palmeiro,1964-09-24
Jyotsna Pansare,India,Swimming,['Methylhexaneamine'],Page does not exist.,N/A
Marco Pantani,Italy,Cycling,"['Declared', 'unfit', 'to', 'ride', 'after', 'a', 'UCI', '""health', 'check""', 'in', 'the', 'Giro', ""d'Italia,"", 'but', 'never', 'formally', 'tested', 'positive', 'or', 'banned.']",/wiki/Marco_Pantani,1970-01-13
Konstantinos Papadopoulos,Greece,Weightlifting,"['Methyltrienolone,', 'Buprenorphine']",Page does not exist.,N/A
Dimitros Papageridis,Greece,Weightlifting,"['Methyltrienolone,', 'Buprenorphine']",Page does not exist.,N/A
Esma Gizem Papila,Turkey,Swimming,['Clenbuterol'],Page does not exist.,N/A
Joseph M. Papp,United States,Cycling,"['Testosterone', 'or', 'its', 'precursors', '(6α-OH-androstenedione', '6β-OH-androsterone)']",/wiki/Joseph_M._Papp,1975-05-25
Hugo Parisi,Brazil,Swimming,"['Prednisone,', 'Prednisolone']",/wiki/Hugo_Parisi,1984-08-01
Karo Parisyan,United States,mixed martial arts,"['Hydrocodone,', 'Hydromorphone,', 'and', 'Oxymorphone']",/wiki/Karo_Parisyan,1982-08-28
Bradley Parker,United Kingdom,Rugby union,[],/wiki/Bradley_Parker,N/A
Dave Parker,United States,Baseball,['Cocaine'],/wiki/Dave_Parker,1951-06-09
Yusuf Pathan,India,Cricket,['Terbutaline'],/wiki/Yusuf_Pathan,1982-11-17
Stephen Pate,Australia,Cycling,['Steroids'],/wiki/Stephen_Pate,1964-01-25
Lenny Paul,United Kingdom,Bobsleigh,['Nandrolone'],/wiki/Lenny_Paul,N/A
Vitalijs Pavlovs,Latvia,Ice hockey,['Methylhexanamine'],/wiki/Vitalijs_Pavlovs,1989-06-17
Ben Payne,United Kingdom,Hockey,"['19-norandrosterone', 'and', '19-noretiocholanolone']",Page does not exist.,N/A
Michelle Payne,Australia,Jockey,['Phentermine'],/wiki/Michelle_Payne,1985-09-29
Claudia Pechstein,Germany,Speed skating,[],/wiki/Claudia_Pechstein,1972-02-22
Sean Penkywicz,United Kingdom,Rugby league,['Stanozolol'],/wiki/Sean_Penkywicz,1982-05-18
Jermell Pennie,United States,Basketball,['Formestane'],Page does not exist.,N/A
Andres Pennisi,Argentina,Weightlifting,['Clenbuterol'],Page does not exist.,N/A
Alberto Pensado,Spain,Weightlifting,['Tetrahydrocannabidol'],Page does not exist.,N/A
Daniel Pereira,Portugal,Swimming,['Stanozolol'],Page does not exist.,N/A
Kusal Perera,Sri Lanka,Cricket,[],/wiki/Kusal_Perera,1990-08-17
Jose Perez,Spain,Weightlifting,"['Oxandrolone,', 'Epioxandrolone']",/wiki/Jose_Perez_(weightlifter),1945-04-13
Neifi Pérez,Dominican Republic,Baseball,"['Stimulants', '(three', 'times)']",/wiki/Neifi_P%C3%A9rez,1973-06-02
Wolfgang Perner,Austria,Biathlon,"['Violation', 'of', 'blood', 'doping', 'rules']",/wiki/Wolfgang_Perner,N/A
Hendrick Perrot,France,Volleyball,['Cannabinoids'],Page does not exist.,N/A
Alessandro Petacchi,Italy,Cycling,['Salbutamol'],/wiki/Alessandro_Petacchi,1974-01-03
Rumyana Petkova,Bulgaria,Weightlifting,['Stanozolol'],Page does not exist.,N/A
Matt Peto,Canada,Canadian football,[],Page does not exist.,N/A
Petros Petropoulos,Greece,Swimming,['Caffeine'],Page does not exist.,N/A
Yevgeni Petrov,Russia,Cycling,['EPO'],/wiki/Evgeni_Petrov_(cyclist),1978-05-25
Igor Petrov,Russia,Weightlifting,[],Page does not exist.,N/A
Andy Pettitte,United States,Baseball,"['Human', 'growth', 'hormone', '(self-admitted)']",/wiki/Andy_Pettitte,1972-06-15
Koleva Petya,Bulgaria,Weightlifting,[],Page does not exist.,N/A
Michael Phelps,United States,Swimming,"['Cannabis', '(self-admitted)']",/wiki/Michael_Phelps,1985-06-30
Michael Picotte,United States,Swimming,"['Refusal', 'to', 'submit', 'to', 'doping', 'test']",Page does not exist.,N/A
Yuliya Pidlisna,Ukraine,Swimming,['Stanozolol'],/wiki/Yuliya_Pidlisna,1987-05-12
Jorge Piedra,United States,Baseball,[],/wiki/Jorge_Piedra,1979-04-17
Leonardo Piepoli,Italy,Cycling,['CERA'],/wiki/Leonardo_Piepoli,1971-09-29
Juan Pineda,United States,Cycling,['19-norandrosterone'],Page does not exist.,N/A
Jürgen Pinter,Austria,Cross-country skiing,"['Violation', 'of', 'blood', 'doping', 'rules']",/wiki/J%C3%BCrgen_Pinter,1979-03-30
Omar Pinzon Garcia,Colombia,Swimming,['Cocaine'],Page does not exist.,N/A
Keith Piper,United Kingdom,Cricket,['Cannabis'],/wiki/Keith_Piper_(cricketer),N/A
Maria Pipiliaridou,Greece,Weightlifting,"['Methyltrienolone,', 'Buprenorphine']",Page does not exist.,N/A
Giuseppe Nicola Pisano,Italy,Water polo,['Cannabinoids'],Page does not exist.,N/A
Yann Pishchikov,Russia,Fencing,"['Stanozolol,', 'Methylhexaneamine']",Page does not exist.,N/A
Jennifer Piter,Aruba,Weightlifting,['Oxilofrine'],Page does not exist.,N/A
Victor Osorio Pizzaro,Chile,Weightlifting,['Metandienone'],Page does not exist.,N/A
Ivan Podshivalov,Russia,Rowing,[],Page does not exist.,N/A
Adri van der Poel,Netherlands,Cycling,['Strychnine'],/wiki/Adri_van_der_Poel,1959-06-17
Paul Pogba,France,Football (soccer),['Dehydroepiandrosterone'],/wiki/Paul_Pogba,1993-03-15
Gevorik Poghosyan,Armenia,Weightlifting,['Oxandrolone'],/wiki/Gevorik_Poghosyan,N/A
Zorik Poghosyan,Armenia,Weightlifting,['Methylhexaneamine'],Page does not exist.,N/A
Aleksander Polaczek,Germany,Ice hockey,"['Missed', 'test']",/wiki/Aleksander_Polaczek,1980-08-09
Claudia Poll,Costa Rica,Swimming,['Nandrolone'],/wiki/Claudia_Poll,1972-12-21
Andrea Pollack,East Germany,Swimming,"['Turinabol', '(self-admitted)']",/wiki/Andrea_Pollack,1961-05-08
Eric Polini,Canada,Canadian football,[],Page does not exist.,N/A
Vasiliy Polovnikov,Russia,Weightlifting,['Metandienone'],Page does not exist.,N/A
Anatoliy Polyakov,Russia,Swimming,['Boldenone'],Page does not exist.,N/A
Vladimir Popov,Moldova,Weightlifting,['Metandienone'],/wiki/Vladimir_Popov_(weightlifter),1977-01-23
Valentina Popova,Russia,Weightlifting,[],/wiki/Valentina_Popova,N/A
Alex Gabriel Popoviciu,Romania,Water polo,['Methylhexaneamine'],Page does not exist.,N/A
Davide Possanzini,Italy,Football (soccer),"['Missed', 'test']",/wiki/Davide_Possanzini,1976-02-09
Alberto Puello,Dominican Republic,Boxing,"['Tested', 'positive', 'for', 'Clomiphene']",/wiki/Alberto_Puello,1994-07-22
Henry Prado Vargas,Costa Rica,Weightlifting,['Boldenone'],Page does not exist.,N/A
Alvaro Prieto,Spain,Diving,['Cannabis'],Page does not exist.,N/A
Anastasia Proskurina,Russia,Wrestling,[],Page does not exist.,N/A
Sandis Prūsis,Latvia,Bobsleigh,"['Anabolic', 'steroids']",/wiki/Sandis_Pr%C5%ABsis,N/A
Mariusz Pudzianowski,Poland,Strongmen,[],/wiki/Mariusz_Pudzianowski,1977-02-07
Mariano Puerta,Argentina,Tennis,"['Etilefrine,', 'clenbuterol']",/wiki/Mariano_Puerta,1978-09-19
Shailaja Pujari,India,Weightlifting,[],/wiki/Shailaja_Pujari,1982-06-12
Hysen Pulaku,Albania,Weightlifting,['Stanozolol'],/wiki/Hysen_Pulaku,N/A
Chitchanok Pulsabsakul,Thailand,Weightlifting,['Methandienone'],/wiki/Chitchanok_Pulsabsakul,N/A
Nauris Pundors,Latvia,Swimming,"['Anabolic', 'steroids']",Page does not exist.,N/A
Olga Pyleva,Russia,Biathlon,['Carphedon'],/wiki/Olga_Pyleva,1975-07-07
Caroline Pyzik,Canada,Taekwondo,"['Hydrochlorothiazide,', 'triamterene']",Page does not exist.,N/A
Erkand Qerimaj,Albania,Weightlifting,['Methylhexaneamine'],/wiki/Erkand_Qerimaj,1988-08-10
Qiu Suoren,China,Canoeing,[],Page does not exist.,N/A
Qiu Xiexion,China,Weightlifting,[],Page does not exist.,N/A
Qu Jing,China,Swimming,['Clenbuterol'],Page does not exist.,N/A
Quim,Portugal,Football (soccer),['Nandrolone'],"/wiki/Quim_(footballer,_born_1975)",1975-11-13
Mohammad Imran Qureshi,Pakistan,Bodybuilding,['Nandrolone'],Page does not exist.,N/A
Andreea Răducan,Romania,Gymnastics,['Pseudoephedrine'],/wiki/Andreea_R%C4%83ducan,1983-09-30
Fernando Rafael,Argentina,Weightlifting,['Clenbuterol'],Page does not exist.,N/A
Nursultan Rakhatov,Kazakhstan,Weightlifting,['Stanozolol'],Page does not exist.,N/A
Robin Rahm,Sweden,Ice hockey,"['Anabolic', 'steroids']",/wiki/Robin_Rahm,1986-09-13
Singh Rahuveer,Iran,Volleyball,['Norandrosterone'],Page does not exist.,N/A
Satheesha Rai,India,Weightlifting,[],/wiki/Satheesha_Rai,N/A
Tim Raines Sr.,United States,Baseball,['Cocaine'],/wiki/Tim_Raines,1959-09-16
Mario Rajola,Italy,Swimming,['Cannabis'],Page does not exist.,N/A
Edwin Raju,India,Weightlifting,[],Page does not exist.,N/A
Ruslan Ramazanov,Turkmenistan,Weightlifting,['Norandrosterone'],Page does not exist.,N/A
Kléber Ramos,Brazil,Cycling,"['Erythropoietin', '(EPO)']",/wiki/Kl%C3%A9ber_Ramos,1985-08-24
Fernando Romboli,Brazil,Tennis,[],/wiki/Fernando_Romboli,1989-01-04
Elmira Ramileva,Uzbekistan,Weightlifting,['Stanozolol'],Page does not exist.,N/A
Manny Ramirez,Dominican Republic,Baseball,"['Performance', 'Enhancing', 'Drugs']",/wiki/Manny_Ramirez,1972-05-30
Kevin Randleman,United States,Mixed martial arts,"['Submitting', 'fake', 'urine', 'sample']",/wiki/Kevin_Randleman,1971-08-10
Sunita Rani,India,Weightlifting,['Norandrosterone'],/wiki/Sunita_Rani,1979-12-04
Hussain Rashed,United Arab Emirates,Weightlifting,"['Stanozolol,', 'Hydroxystanozolol']",Page does not exist.,N/A
Alex Rasmussen,Denmark,Cycling,"['Missed', 'test']",/wiki/Alex_Rasmussen,1984-06-09
Michael Rasmussen,Denmark,Cycling,"['Blood', 'doping,', 'cortisone,', 'DHEA,', 'EPO,', 'growth', 'hormone,', 'IGF-1,', 'insulin,', 'testosterone']",/wiki/Michael_Rasmussen_(cyclist),1974-06-01
Tamerlan Rasuev,Russia,Wrestling,['Stanozolol'],Page does not exist.,N/A
Eddy Ratti,Italy,Cycling,['EPO'],/wiki/Eddy_Ratti,1977-04-04
Mihai Ravariu,Romania,Rugby union,['hCG'],Page does not exist.,N/A
Kiefer Ravena,Philippines,Basketball,"['methylhexanamine,', '1,3-Dimethylbutylamine,', 'higenamine']",/wiki/Kiefer_Ravena,1993-10-27
Alexandr Razdrobenko,Belarus,Swimming,['Clenbuterol'],Page does not exist.,N/A
Igor Razoronov,Ukraine,Weightlifting,['Nandrolone'],/wiki/Igor_Razoronov,1970-03-25
Shawn Ray,United States,Bodybuilding,"['Anabolic', 'steroid']",/wiki/Shawn_Ray,1965-09-09
Rita Razmaite,Lithuania,Cycling,['Bromantan'],/wiki/Rita_Razmaite,1967-06-20
William Rees-Hole,United Kingdom,Rugby union,['Clenbuterol'],Page does not exist.,N/A
Dermot Reeve,United Kingdom,Cricket,['Cannabis'],/wiki/Dermot_Reeve,1963-04-02
Abdur Rehman,Pakistan,Cricket,['Cannabis'],"/wiki/Abdur_Rehman_(cricketer,_born_1980)",1980-03-01
Stephen Rehrmann,United States,Swimming,['Pseudoephedrine'],Page does not exist.,N/A
Andris Reinholds,Latvia,Rowing,['Nandrolone'],/wiki/Andris_Reinholds,1971-06-07
Rica Reinisch,East Germany,Swimming,"['Turinabol', '(self-admitted)']",/wiki/Rica_Reinisch,1965-04-06
Peter Ribe,Norway,Canoeing,['Ephedrine'],/wiki/Peter_Ribe,N/A
Ricardo Riccò,Italy,Cycling,['CERA'],/wiki/Ricardo_Ricc%C3%B2,1983-09-01
Sha'Carri Richardson,United States,Sprinting,['Cannabis'],/wiki/Sha%27Carri_Richardson,2000-03-25
Maximiliano Richeze,Argentina,Cycling,['steroid'],/wiki/Maximiliano_Richeze,1983-03-07
Bjarne Riis,Denmark,Cycling,"['EPO,', 'cortisone,', 'growth', 'hormone', '(self-admitted)']",/wiki/Bjarne_Riis,1964-04-03
Ryan Rimouski,Canada,Association football,"['Performance', 'enhancing', 'drugs']",Page does not exist.,N/A
Juan Rincón,Venezuela,Baseball,['Steroids'],/wiki/Juan_Rinc%C3%B3n,1979-01-23
Willie Rioli,Australia,Australian rules football,"['Submitting', 'fake', 'urine', 'sample']",/wiki/Willie_Rioli,1995-06-04
Danny Rios,United States,Baseball,['Stanozolol'],/wiki/Danny_Rios,1972-11-11
Alessandro Rivellini,Italy,Swimming,['EPO'],Page does not exist.,N/A
Barret Robbins,United States,American football,['THG'],/wiki/Barret_Robbins,1973-08-26
Grant Roberts,United States,Baseball,['Steroids'],/wiki/Grant_Roberts,1977-09-13
Ana Rodrigues,Portugal,Water polo,['Canrenone'],Page does not exist.,N/A
Charles Roche,France,Water polo,['Cannabis'],/wiki/Charles_Roche,N/A
Aikaterini Roditi,Greece,Weightlifting,"['Methyltrienolone,', 'Buprenorphine']",Page does not exist.,N/A
Miguel Rodrigues,Portugal,Swimming,['Methylhexaneamine'],Page does not exist.,N/A
Alex Rodriguez,United States,Baseball,"['Testosterone,', 'primobolan']",/wiki/Alex_Rodriguez,1975-07-27
Ángel Rodríguez,Spain,Motorcycle racing,[],/wiki/%C3%81ngel_Rodr%C3%ADguez_(motorcycle_racer),1985-05-20
Estella Rodriguez Villanueva,Cuba,Judo,['Furosemide'],/wiki/Estella_Rodriguez_Villanueva,1967-11-17
Luis Rojas,Venezuela,Swimming,"['Missed', 'test']",/wiki/Luis_Rojas_(swimmer),1979-07-05
Andrea Rolle,Italy,Water polo,['Cannabis'],Page does not exist.,N/A
Luis Román Rolón,Puerto Rico,Boxing,[],/wiki/Luis_Rom%C3%A1n_Rol%C3%B3n,1968-07-13
Bill Romanowski,United States,American football,"['Steroids', '(self-admitted)']",/wiki/Bill_Romanowski,1966-04-02
Romario,Brazil,Football (soccer),['Finasteride'],/wiki/Romario,1966-01-29
Helen Rorive,Belgium,Volleyball,"['S5', 'diuretics/Acetazolamide']",Page does not exist.,N/A
Jarno Rosberg,Finland,Boxing,['Methandrostenolone'],Page does not exist.,N/A
Loren Ross,United States,Boxing,[],/wiki/Loren_Ross,N/A
Alexandru Rosu,Romania,Weightlifting,"['T/E', '14']",/wiki/Alexandru_Rosu,1987-04-30
Wolfgang Rottmann,Austria,Biathlon,"['Violation', 'of', 'blood', 'doping', 'rules']",/wiki/Wolfgang_Rottmann,N/A
Maralla Roudayna,Syria,Swimming,['Ephedrine'],Page does not exist.,N/A
Didier Rous,France,Cycling,"['Erythropoietin', '(EPO)']",/wiki/Didier_Rous,1970-09-18
Hugo Roux,France,Water polo,['Cannabis'],Page does not exist.,N/A
Fatullaev Rovshan,Argentina,Weightlifting,['Metandienone'],Page does not exist.,N/A
Judson Rowbotham,Canada,Rugby,['Cannabis'],Page does not exist.,N/A
Michal Rubáček,Czech Republic,Swimming,['Methylhexaneamine'],/wiki/Michal_Rub%C3%A1%C4%8Dek,1986-12-19
Ammar Rubaiaawi,Iraq,Weightlifting,['Metandienone'],Page does not exist.,N/A
Lazaro Ruiz,Cuba,Weightlifting,['Boldenone'],/wiki/Lazaro_Ruiz,N/A
Graeme Rummans,Australia,Cricket,['Probenecid'],/wiki/Graeme_Rummans,1976-12-13
Raimondas Rumšas,Lithuania,Cycling,[],/wiki/Raimondas_Rum%C5%A1as,1972-01-14
Andrey Russkikh,Russia,Cycling,[],Page does not exist.,N/A
Esmatullah Rustam Khil,Afghanistan,Weightlifting,"['Clostedol,', 'Methylhexaneamine']",Page does not exist.,N/A
Stefan Rütimann,Switzerland,Cycling,['testosterone'],Page does not exist.,N/A
Andrey Rybakov,Russia,Weightlifting,[],Page does not exist.,N/A
Jesse Ryder,New Zealand,Cricket,"['1-Phenylbutan-2-amine', '(PBA)', 'and', 'N,', 'alphadiethyl-benzeneethanamine', '(DEBEA)']",/wiki/Jesse_Ryder,1984-08-06
Aleksandr Rytchkov,Russia,Football,['cannabis'],/wiki/Aleksandr_Rytchkov,1974-09-29
Ahmed Saad,Australia,Australian rules football,[],/wiki/Ahmed_Saad_(Australian_footballer),1989-10-09
Milla Saari (née Jauho),Finland,Cross-country skiing,['HES'],/wiki/Milla_Saari,1975-10-28
Evi Sachenbacher-Stehle,Germany,Biathlon,['Methylhexanamine'],/wiki/Evi_Sachenbacher-Stehle,1980-11-27
Sharifi Sadeh,Iran,Weightlifting,['Metandienone'],Page does not exist.,N/A
Şule Şahbaz,Turkey,Weightlifting,[],/wiki/%C5%9Eule_%C5%9Eahbaz,1978-10-02
Mamadou Sakho,France,Football (soccer),"['Fat-burning', 'substance']",/wiki/Mamadou_Sakho,1990-02-13
Nicholas Santos,Brazil,Swimming,['Furosemide'],/wiki/Nicholas_Santos,1980-02-14
Asaad Said,Qatar,Weightlifting,[],Page does not exist.,N/A
Saiedah Said,Singapore,Silat,"['Nor-Sibutramine,', 'OH-Nor', 'Sibutramine']",Page does not exist.,N/A
Wendell Sailor,Australia,Rugby union,['Cocaine'],/wiki/Wendell_Sailor,1974-07-16
Juan Salas,Dominican Republic,Baseball,[],/wiki/Juan_Salas,1978-11-07
Daniel Sam,United Kingdom,Kickboxing,[],/wiki/Daniel_Sam,1981-08-13
Zabit Samedov,Azerbaijan,Kickboxing,"['Anabolic', 'steroid']",/wiki/Zabit_Samedov,1984-07-21
Leonidas Sampanis,Greece,Weightlifting,['Testosterone'],/wiki/Leonidas_Sampanis,1971-10-28
Maarten Sampermans,Belgium,Volleyball,['Cannabinoids'],Page does not exist.,N/A
Olga Samulenkova,Russia,Rowing,['Testosterone'],/wiki/Olga_Samulenkova,1978-06-30
Yann San Biagio,France,Water polo,['Cannabis'],Page does not exist.,N/A
Alex Sánchez,Cuba,Baseball,['Steroids'],/wiki/Alex_S%C3%A1nchez_(outfielder),1976-08-26
Francisco Pérez Sanchez,Spain,Cycling,"['Erythropoietin', '(EPO)']",/wiki/Francisco_P%C3%A9rez_Sanchez,1978-07-22
Joel Sánchez,Peru,Football (soccer),['Methylhexaneamine'],/wiki/Joel_S%C3%A1nchez_(Peruvian_footballer),1989-06-11
Pradeep Sangwan,India,Cricket,['Steroid'],/wiki/Pradeep_Sangwan,1990-11-05
Mauro Santambrogio,Italy,Cycling,[],/wiki/Mauro_Santambrogio,1984-10-07
Induino Santoni,Italy,Lifesaving,['Cocaine'],Page does not exist.,N/A
Virpi Sarasvuo (née Kuitunen),Finland,Cross-country skiing,['HES'],/wiki/Virpi_Sarasvuo,1976-05-20
Mitchell Sargent,Australia,Rugby league,['Cocaine'],/wiki/Mitchell_Sargent,1979-07-02
Viseslav Saric,Croatia,Swimming,['Cannabis'],/wiki/Viseslav_Saric,1977-02-03
Santis Sarkanis,Latvia,Cycling,['Ephedrine'],Page does not exist.,N/A
Hasan Şaş,Turkey,Football (soccer),['Fenilpropanolamin'],/wiki/Hasan_%C5%9Ea%C5%9F,1976-08-01
Todd Sauerbrun,United States,American football,['Ephedra'],/wiki/Todd_Sauerbrun,1973-01-04
Dmitry Sayustov,Russia,Ice hockey,[],Page does not exist.,N/A
Adam Sbieh,United States,Cycling,"['Erythropoietin', '(EPO)']",Page does not exist.,N/A
Orlando Scandrick,United States,American football,"['Amphetamines', '(MDMA)']",/wiki/Orlando_Scandrick,1987-02-10
Michele Scarponi,Italy,Cycling,"['Operación', 'Puerto', 'doping', 'case']",/wiki/Michele_Scarponi,1979-09-25
Viktors Ščerbatihs,Latvia,Weightlifting,"['Anabolic', 'steroids']",/wiki/Viktors_%C5%A0%C4%8Derbatihs,1974-10-06
Uliana Schcherbo,Ukraine,Weightlifting,['Stanozolol'],Page does not exist.,N/A
Fränk Schleck,Luxembourg,Cycling,['Xipamide'],/wiki/Fr%C3%A4nk_Schleck,1980-04-15
Mike Schmidt,United States,Baseball,"['Amphetamines', '(self-admitted)']",/wiki/Mike_Schmidt,1949-09-27
Nate Schmidt,United States,Hockey,[],/wiki/Nate_Schmidt,1991-07-16
Roland Schmidt,East Germany,Weightlifting,"['Turinabol', '(self-admitted)']",Page does not exist.,N/A
Petra Schneider,East Germany,Swimming,"['Anabolic', 'steroids', '(self-admitted)']",/wiki/Petra_Schneider,1963-01-11
Carl Schreuder,South Africa,Swimming,['Ephedrine'],Page does not exist.,N/A
Katja Schumacher,Germany,Triathlon,['Testosterone'],/wiki/Katja_Schumacher,N/A
Stefan Schumacher,Germany,Cycling,['CERA'],/wiki/Stefan_Schumacher,1981-07-21
Alex Schwazer,Italy,Athletics,['Epo'],/wiki/Alex_Schwazer,1984-12-26
Mehdi Sebou,Morocco,Water polo,['Nandrolone'],Page does not exist.,N/A
Violeta Sechka,Belarus,Weightlifting,['Drostanolone'],Page does not exist.,N/A
Sead Seferović,Bosnia and Herzegovina,Football (soccer),['Ephedrine'],/wiki/Sead_Seferovi%C4%87,1970-04-28
David Segui,United States,Baseball,"['Anabolic', 'steroids,', 'growth', 'hormone']",/wiki/David_Segui,1966-07-19
Mudarra Segura,Costa Rica,Cycling,['GW501516'],Page does not exist.,N/A
Emanuele Sella,Italy,Cycling,"['Erythropoietin', '(EPO)']",/wiki/Emanuele_Sella,1981-01-09
Yury Selyutin,Russia,Weightlifting,['Metandienone'],Page does not exist.,N/A
Sun Yang,China,Swimming,"['Not', 'to', 'declare', 'the', 'use', 'of', 'medical', 'drugs']",/wiki/Sun_Yang,1991-12-01
Alexander Serebryakov,Russia,Cycling,[],/wiki/Alexander_Serebryakov,1987-09-27
Armas Sergio,Argentina,Weightlifting,['Clenbuterol'],Page does not exist.,N/A
Diogo dos Santos Serra,Portugal,Water polo,['Cocaine'],Page does not exist.,N/A
Jeremy Serreau,France,Water polo,['Testosterone'],Page does not exist.,N/A
Óscar Sevilla,Spain,Cycling,[],/wiki/%C3%93scar_Sevilla,1976-09-29
Roberto Sgambelluri,Italy,Cycling,['NESP'],/wiki/Roberto_Sgambelluri,1974-04-06
Frank Shackman,Germany,Weightlifting,['Metandienone'],Page does not exist.,N/A
Yasir Shah,Pakistan,Cricket,['Chlortalidone'],/wiki/Yasir_Shah,1986-05-02
Salem Hussain Shaheen,Saudi Arabia,Swimming,['Cannabis'],Page does not exist.,N/A
Yacoub Shahenda,Jordan,Weightlifting,['Stanozolol'],Page does not exist.,N/A
Khurram Shahzad,Pakistan,Weightlifting,['Methandienone'],/wiki/Khurram_Shahzad_(weightlifter),N/A
Mohammad Shahzad,Afghanistan,Cricket,['Clenbuterol'],/wiki/Mohammad_Shahzad,1988-01-10
Ken Shamrock,United States,Mixed Martial Arts,"['Stanozolol,', '19-Norandrosterone', 'and', '19-Noretiocholanolone']",/wiki/Ken_Shamrock,1964-02-11
Tariq Ali Sharahli,Saudi Arabia,Volleyball,['Cannabinoids'],Page does not exist.,N/A
Maria Sharapova,Russia,Tennis,['Meldonium'],/wiki/Maria_Sharapova,1987-04-19
Surya Prasad Sharma,India,Swimming,['Stanozolol'],Page does not exist.,N/A
Keri-Leigh Shaw,South Africa,Swimming,"['Clenbuterol,', 'Ephedrine']",Page does not exist.,N/A
Prithvi Shaw,India,Cricket,['Terbutaline'],/wiki/Prithvi_Shaw,1999-11-09
Maxim Shcherbakov,Russia,Swimming,[],Page does not exist.,N/A
Shang Shichun,China,Weightlifting,[],Page does not exist.,N/A
Frankie Sheahan,Ireland,Rugby,['Salbutomol'],/wiki/Frankie_Sheahan,1976-08-27
Gary Sheffield,United States,Baseball,"['Steroids', '(no', 'rules', 'set', 'for', 'punishment)']",/wiki/Gary_Sheffield,1968-11-18
Ahmed Shehzad,Pakistan,Cricket,[],/wiki/Ahmed_Shehzad,1991-11-23
Tuliayeva Shemshat,Belarus,Weightlifting,['Clenbuterol'],Page does not exist.,N/A
Sean Sherk,United States,Mixed martial arts,"['Nandrolone', '(tainted', 'supplement)']",/wiki/Sean_Sherk,1973-08-05
Andrey Shevtsov,Canada,Swimming,['Cannabinoids'],/wiki/Andrey_Shevtsov,1961-12-13
Georgi Shikov,Bulgaria,Weightlifting,"['Clenbuterol,', 'Hydroxystanozolol']",Page does not exist.,N/A
Takahiro Shimonaka,Japan,Wrestling,['Tamoxifen'],Page does not exist.,N/A
Sergei Shiriaev,Russia,Cross-country skiing,"['Erythropoietin', '(EPO)']",/wiki/Sergei_Shiriaev,1983-02-08
Denis Shiryakov,Russia,Weightlifting,[],Page does not exist.,N/A
Katsiryna Shkuraava,Belarus,Weightlifting,['Metandienone'],Page does not exist.,N/A
Oleg Shteinikov,Kazakhstan,Swimming,['Nandrolone'],Page does not exist.,N/A
Abdurahman Shtwei,Libya,Weightlifting,"['Testosterone,', 'Epitestosterone']",Page does not exist.,N/A
Azizojan Shukurov,Tajikistan,Weightlifting,['Metandienone'],Page does not exist.,N/A
Irina Sibetova,Russia,Weightlifting,['Metandienone'],Page does not exist.,N/A
Kashif Siddiq,Pakistan,Cricket,"['Nandralone,', 'Stanazolol']",/wiki/Kashif_Siddiq,1981-12-31
Jörg Harald Sievers,East Germany,Swimming,['Turinabol'],/wiki/J%C3%B6rg_Harald_Sievers,N/A
Steve Siler,United States,Swimming,['Ephedrine'],Page does not exist.,N/A
Kristina Silkina,Russia,Weightlifting,[],Page does not exist.,N/A
Antônio Silva,Brazil,Mixed Martial Arts,['Boldenone'],/wiki/Ant%C3%B4nio_Silva_(fighter),1979-09-14
Glauber Araujo Silva,Brazil,Swimming,['Testosterone'],Page does not exist.,N/A
Filippo Simeoni,Italy,Cycling,"['Erythropoietin', '(EPO),', 'growth', 'hormone']",/wiki/Filippo_Simeoni,1971-08-17
Helle Simonsen,Denmark,Curling,['Unspecified'],/wiki/Helle_Simonsen_(curler),1984-09-07
Win Shwe Sin,Myanmar,Weightlifting,[],Page does not exist.,N/A
Harpreet Singh,India,Weightlifting,['Nandroline'],Page does not exist.,N/A
Rajesh Kumar Singh,India,Weightlifting,['Metandienone'],Page does not exist.,N/A
Tajinder Singh,India,Weightlifting,[],/wiki/Tajinder_Singh,1992-05-25
Patrik Sinkewitz,Germany,Cycling,['Testosterone'],/wiki/Patrik_Sinkewitz,1980-10-20
